gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,revenue_per_tenure,charges_x_tenure,avg_monthly_revenue,total_services,high_value,contract_risk,fiber_risk,tenure_risk_med,tenure_risk_low,tenure_risk_vlow
0,0,1,1,1.6137012404433893,1,0,-1.3248408190513656,-0.1866209620519539,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.8159387860599202,-2.1378972730932246,-0.11493552964275171,1,0,0,0,0,0,1
0,0,1,1,0.3106496014024181,1,1,0.6676537841478158,0.4508095691415344,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0821912181637314,0.2074063819203351,1.4059258678939208,1,0,1,1,0,1,0
0,0,1,1,-1.2367242199587352,1,0,0.0311855330841909,-0.9481073018580892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.025013978701098064,-0.03856790407754332,-0.7604787704288526,1,0,1,0,0,0,0
1,0,1,1,0.880734693482843,1,0,-0.0469189259236169,0.4976284961997948,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,-0.052674411659166656,-0.04132312584188094,0.5586719590476802,1,0,0,0,0,1,0
0,0,0,0,-0.748079855318371,1,0,-0.4872951309676395,-0.6941902259735202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6428018467302367,0.3645356710716184,-0.9157217687600747,1,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,0,0.1907180451001386,-0.976295783637155,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14813689654523046,-0.24363173372297459,-0.7583206267779473,1,0,1,1,0,0,0
0,0,0,0,-0.9109613101984924,1,1,1.0000131841810405,-0.5864912419484126,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1.0858362594683921,-0.9109733204773268,-0.6368250603513493,1,1,1,1,1,0,0
0,0,0,0,-1.2774445836787656,1,0,-0.4856333339674735,-0.985279896467288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3772071746807282,0.6203696721306101,-0.7652988788472221,1,0,1,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,-1.4960059100684764,-0.9987008807442432,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1619963523352315,1.9110646469683976,-0.7757233929949348,1,0,1,0,0,0,0
1,0,0,0,0.9621754209229036,1,1,-0.0037122039192975,0.6108459770493084,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0038184507028303986,-0.0035717913686017246,0.6283289660516426,1,0,0,0,0,0,1
0,0,1,0,1.4508197855632678,1,1,0.4931650991303729,1.4276938769978846,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.33759475604324224,0.7154936833676153,0.977323754173681,1,0,0,0,0,0,1
0,0,1,1,-0.748079855318371,1,1,-1.504314895069307,-0.8873376148277302,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-1.984375240307025,1.1253476690567177,-1.1705067857990696,1,0,0,0,1,0,0
1,0,1,1,1.4508197855632678,1,1,1.156222102196656,1.936366840284332,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.7914885283066152,1.6774699023724633,1.325534374205988,1,1,0,1,0,0,1
1,1,1,0,0.9214550572028734,1,1,0.3070438351117673,0.7816324167710254,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3296389157344951,0.2829270946467032,0.8391520457446867,1,0,1,1,0,1,0
0,0,0,0,-0.6666391278783103,0,1,-0.8595376590048512,-0.714100962515977,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.2703043965252838,0.5730014353775584,-1.0553645704101287,0,0,1,0,1,0,0
1,1,0,0,-0.9516816739185228,1,1,0.4915033021302069,-0.6901948342726503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5110873124237666,-0.4677546853077567,-0.7176957334128488,1,0,1,1,1,0,0
1,0,1,1,-0.748079855318371,1,1,0.0228765480833603,-0.5934886959217596,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.03017696344635465,-0.01711348478038393,-0.7828841404478583,1,0,1,0,1,0,0
1,1,1,0,1.0436161483629645,1,1,1.127971553193832,1.5587250655965807,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0705716260579299,1.1771693278071376,1.4794050641862497,1,1,1,1,0,0,1
1,0,0,0,0.8400143297628127,0,1,-0.613591702980265,0.1169625852522689,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7218604222254479,-0.5154258231269901,0.13760072172536908,0,0,1,0,0,1,0
1,0,1,0,1.5322605130033284,1,1,1.1495749141959914,2.058435990040193,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0.7453830948166864,1.761448247761707,1.3346876047754654,1,1,0,1,0,0,1
0,1,1,1,-0.748079855318371,1,1,1.0315873271841969,-0.4130559237509809,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.3607897900821555,-0.771709698468219,-0.5448712571019444,1,1,1,1,1,0,0
1,0,1,1,-0.4223169455581282,1,1,0.0910102250901712,-0.325753303988878,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.21051736700414442,-0.03843516027463883,-0.7535057492792127,1,0,0,0,1,0,0
0,0,1,0,-0.9109613101984924,1,1,0.4449729861255557,-0.6696218781112646,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4831614327312532,-0.40535317444387176,-0.7270901292986377,1,0,1,1,1,0,0
0,0,1,1,-0.1372743995179157,1,0,-1.2849576910473786,-0.7016733076674148,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-8.72492228964115,0.17639179544445632,-4.764394286883901,1,0,0,0,1,1,0
0,0,0,0,-1.2774445836787656,1,1,0.1608056990971482,-0.9766931154085122,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12490300641730094,-0.20542036933632934,-0.7586292472625836,1,0,1,1,0,0,0
1,0,1,0,0.6771328748826912,1,0,0.6510358141461546,0.784700701005395,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0.947467131822649,0.4408377524843792,1.141992662102451,1,0,0,0,0,1,0
0,1,1,0,1.4508197855632678,1,1,1.177825463198816,2.017444595628505,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.8062770472024146,1.708812485949063,1.3810359193968693,1,1,1,1,0,0,1
0,0,0,0,-1.2774445836787656,1,0,0.4416493921252231,-0.9729626115552136,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.34304341928508236,-0.5641826238553855,-0.7557316438234988,1,0,1,1,0,0,0
0,0,0,0,-0.0965540357978854,0,1,-0.8113455460000336,-0.4833615732939134,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-7.61440465323168,0.07833868689294213,-4.536304699061486,0,0,0,0,0,1,0
0,0,1,0,1.6137012404433893,1,0,0.4798707231290441,1.3774093339338969,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.2955412677999829,0.7743679811658046,0.8483145172431865,1,0,0,0,0,0,1
0,0,0,0,-0.9109613101984924,1,1,-1.4577845790646555,-0.8983746084765422,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.5828944852748081,1.3279853501318963,-0.9754748636323473,1,0,1,0,1,0,0
1,0,0,0,-1.0331224013585834,1,0,0.2937494591104381,-0.7778506378315152,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.281605934958211,-0.3034791465939608,-0.7456945002987445,1,0,1,1,0,0,0
0,0,0,0,-0.9516816739185228,1,1,0.3319707901142591,-0.6954705172367824,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34519820759565073,-0.3159305172279927,-0.7231816266218101,1,0,1,1,1,0,0
0,0,0,1,-1.2774445836787656,1,0,-0.4939423189683041,-0.985390266403776,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3836610330495974,0.6309839400157893,-0.7653846067596211,1,0,1,0,0,0,0
0,0,0,0,-0.5037576729981889,1,1,0.1375405410948229,-0.4024383358608238,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.26771481638836325,-0.06928710292483975,-0.783323261163717,1,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,-1.479387940066815,-0.998480140871267,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.149088635597493,1.889836111198039,-0.7755519371701368,1,0,1,0,0,0,0
0,0,0,0,-0.1372743995179157,1,1,0.3735157151184122,-0.0294320985055733,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5361890209097377,-0.0512741455033849,-0.19984531325142443,1,0,1,1,1,1,0
1,0,0,0,-1.2774445836787656,1,0,0.3070438351117673,-0.9747506045263212,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.23849091370940032,-0.39223148411548314,-0.757120436004362,1,0,1,1,0,0,0
1,0,0,0,-1.1960038562387048,1,1,0.5829021371393436,-0.912766848194593,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.48333355994175986,-0.6971532038284373,-0.7568523462614275,1,0,1,1,0,0,0
0,0,0,0,-0.5037576729981889,1,1,0.8188773111629334,-0.1813452790878217,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.593897968246637,-0.4125157287424531,-0.35297823977893367,1,0,1,1,1,0,0
1,0,0,1,1.2879383306831464,1,1,1.1429277261953277,1.7170397024951398,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.8805716721485283,1.4720204277674946,1.3228977540030018,1,1,1,1,0,0,1
1,0,0,0,-1.2774445836787656,1,1,-1.481049737066981,-0.9985022148585648,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1503794072712668,1.8919589647750747,-0.7755690827526168,1,0,1,0,0,0,0
0,0,0,0,-1.0738427650786138,0,0,-1.1736172920362484,-0.9361432007427768,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0828298438206791,1.26028043802428,-0.8637260227269922,0,0,1,0,0,0,0
1,0,1,0,0.7178532386027215,1,0,-1.4943441130683104,-0.560112827127752,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,-2.0530843771981298,-1.0727197611529982,-0.7695408873951223,1,0,0,0,0,1,0
1,0,0,0,-1.0738427650786138,1,1,-0.1865098739375713,-0.8587738752646047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.17208203989260681,0.20028227874358523,-0.7923417518982245,1,0,1,0,0,0,0
1,0,1,1,-1.0331224013585834,1,0,-0.6651074099854147,-0.8601203884897598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6376120473677543,0.6871373645655194,-0.8245632414465665,1,0,1,0,0,0,0
1,0,1,1,1.6137012404433893,1,1,0.8654076271675846,1.8674077039665544,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.5329845205582678,1.3965093614495014,1.1500931682829876,1,1,0,1,0,0,1
1,0,1,0,-0.9924020376385532,1,1,-0.5055748979694671,-0.8337198996818015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5043633981037133,0.5017335589238028,-0.8317220719601378,1,0,1,0,0,0,0
0,0,1,1,1.4100994218432374,1,0,1.393859073220412,2.087132173527104,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0.9815221749835188,1.9654798732790537,1.4697084876058057,1,1,0,1,0,0,1
0,1,1,0,-0.3408762181180675,1,1,0.9568064621767214,-0.0078878869030922,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.726905993539757,-0.3261525682977286,-0.022480540132925105,1,1,1,1,1,0,0
0,0,1,0,1.6137012404433893,1,1,0.9867188081797118,2.048370251832476,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.607697268193418,1.5922693647284236,1.261543811639339,1,1,0,1,0,0,1
1,0,1,1,0.0256070553622056,1,1,-1.505976692069473,-0.7424218882188286,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-42.29433399505319,-0.03856362852801425,-20.850415196277577,1,0,0,0,0,1,0
1,0,0,0,-1.2367242199587352,0,1,-1.3198554280508674,-0.9825427220423826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.058658688843434,1.6322971747145114,-0.7880994900980615,0,0,1,0,0,0,0
1,0,1,0,1.5322605130033284,1,0,0.1059663980916664,1.0517076513574548,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0.06870849457548013,0.16236812750105167,0.681926070524497,1,0,0,0,0,0,1
0,0,0,0,-0.4223169455581282,1,0,0.0162293600826957,-0.3708946080125191,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.037540420863547995,-0.006853933778487059,-0.8579229008330639,1,0,0,0,1,0,0
0,0,0,0,1.0843365120829946,1,1,1.152898508196324,1.4753295415861571,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0535137002802368,1.2501299471632896,1.3481497924052341,1,1,1,1,0,0,1
1,0,0,0,0.1477681465222966,1,1,-1.4760643460664828,-0.7002164245057716,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-9.355908518947313,-0.21811529256588996,-4.438262348520481,1,0,0,0,0,1,0
0,0,1,1,0.758573602322752,1,0,-1.4893587220678115,-0.5532478170781909,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.9378218528020374,-1.12978821094979,-0.7198371312860444,1,0,0,0,0,1,0
1,0,1,0,0.8400143297628127,1,0,0.4200460311230638,0.8273476444644046,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.49416347044440195,0.35284468530337,0.9733337609676145,1,0,0,0,0,1,0
0,0,1,1,-0.5037576729981889,1,0,-1.4976677070686424,-0.8327707182280037,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-2.915124748071494,0.7544615990374325,-1.6209406924632725,1,0,0,0,1,0,0
1,0,1,0,1.247217966963116,1,0,1.1612074931971548,1.7873232780507746,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0.9236325949128136,1.4482788488876919,1.42164948721514,1,1,0,1,0,0,1
0,0,0,0,0.3106496014024181,1,0,0.3336325871144251,0.30452525532018,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0404896362110654,0.1036428302019537,0.9497135003077646,1,0,1,1,0,1,0
1,0,0,0,0.1070477828022663,1,1,-1.51594747407047,-0.7257560278091225,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-12.951526613976304,-0.1622788159439399,-6.200510684044075,1,0,0,0,0,1,0
1,0,1,1,-0.2594354906780068,1,0,0.4715617381282135,-0.1093399325229722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.7501841978633799,-0.12233985091626683,-0.4058111730115044,1,0,0,1,1,0,0
1,1,1,0,-0.2187151269579764,1,1,1.0232783421833662,0.1007823525631105,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4.4740300118906475,-0.22380645252398257,0.44064576708836584,1,1,1,1,1,0,0
1,0,0,1,0.8400143297628127,1,0,-0.0635368959252781,0.5022198855577007,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.07474802918088144,-0.05337190304588207,0.5908369635342968,1,0,0,0,0,1,0
1,1,1,0,0.0663274190822359,1,0,0.2256157821036271,0.0642057556109475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.955894288270726,0.014964512531153691,0.8411886106324598,1,0,1,1,0,1,0
0,1,1,0,-0.5444780367182193,1,1,1.003336778181373,-0.2303053829139518,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.8095158180111282,-0.5462948391513773,-0.4153552849037209,1,1,1,1,1,0,0
1,0,1,0,0.4328106925625091,1,1,0.7091987091519689,0.560561433985321,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.60158442662686,0.3069487844725011,1.26591666235835,1,0,1,1,0,1,0
1,0,1,1,-1.0738427650786138,1,0,-1.502653098069141,-0.953162244949245,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.3864124451300368,1.6136131577845119,-0.8794285256682133,1,0,1,0,0,0,0
1,0,0,1,0.9621754209229036,1,1,-1.328164413051698,-0.3786646515412827,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-1.3661777334288576,-1.277927153182839,-0.38950239163813616,1,0,0,0,0,0,1
1,0,0,0,1.002895784642934,0,1,-0.8462432830035223,-0.0752576961354409,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8354692514608894,-0.84869382130663,-0.07429954520145499,0,0,1,0,0,0,1
1,0,1,1,0.0663274190822359,1,1,0.641065032145158,0.2772638810076144,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8.398882601473376,0.04252018904605892,3.6325593651854997,1,0,1,1,0,1,0
0,0,0,0,-0.9109613101984924,0,0,-0.9476129000136556,-0.8423066807405772,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.0289388810583358,0.8632386889574326,-0.914595077353507,0,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,-1.479387940066815,-0.998480140871267,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.149088635597493,1.889836111198039,-0.7755519371701368,1,0,1,0,0,0,0
0,0,0,0,-0.7888002190384014,0,1,-1.3580767590546885,-0.8746229981442988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.7001457018746768,1.0712512450133005,-1.0949208291369439,0,0,1,0,1,0,0
1,0,0,0,0.9621754209229036,1,0,1.1246479591934997,1.456500430421284,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1.1568364463749259,1.08210862352709,1.4981868488699313,1,1,1,1,0,0,1
0,0,1,0,0.9214550572028734,1,1,1.2924894562102784,1.4987058941343407,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.387602596835513,1.1909709458063529,1.6089943175947765,1,1,1,1,0,1,0
0,0,1,1,0.1477681465222966,1,1,0.935203101174562,0.4844503257831133,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,5.927705444916247,0.13819322888246885,3.0706472533392426,1,1,0,0,0,1,0
1,0,1,0,0.5956921474426305,1,0,-1.491020519067978,-0.5911267792809137,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-2.4616804516343893,-0.8881892148846294,-0.9759525227077566,1,0,0,0,0,1,0
0,0,1,1,-0.8295205827584317,1,1,-1.4843733310673135,-0.9048202127674484,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-1.7681202361829826,1.2313182306180324,-1.0777820476949598,1,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,0.6875953481498096,-0.9696956614351654,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.534077627003613,-0.8783649532566894,-0.7531940976164899,1,0,1,1,0,0,0
1,1,0,0,-0.3408762181180675,1,1,0.5230774451333633,-0.0854117302923479,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4907748605445559,-0.17830466127992184,-0.2434241076538491,1,0,1,1,1,0,0
0,0,0,0,1.247217966963116,1,0,1.1678546811978192,1.7019410951835652,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0.9289198149298176,1.456569341191902,1.3537358993482285,1,1,0,1,0,0,1
0,1,0,0,0.1070477828022663,0,1,-0.8279635160016948,-0.3740732621833769,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,-7.073722339537248,-0.08863165862915016,-3.1959021625835873,0,0,1,0,0,1,0
0,0,0,0,1.4100994218432374,1,0,-0.1416413549330859,0.7011065111092929,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,-0.09974044968572734,-0.19972839270023723,0.4937024128911215,1,0,0,0,0,0,1
1,0,0,0,-0.3001558543980371,1,1,0.6659919871476498,-0.1052783188602094,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.147281689846654,-0.1999013939245494,-0.3394368262515559,1,0,1,1,1,0,0
1,0,0,0,-0.4630373092781585,1,0,1.2991366442109429,-0.0295424684420615,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2.746372471535889,-0.6015487361200913,-0.06245272383935734,1,1,1,1,1,0,0
0,0,0,0,-0.7888002190384014,1,0,0.1009810070911679,-0.6355837896983285,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.12641584802358868,-0.07965384051223161,-0.795673028812444,1,0,1,0,1,0,0
1,0,1,0,0.1070477828022663,1,1,0.3469269631157543,0.1299200157959742,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.96397723057969,0.03713776219586512,1.1099741719623473,1,0,1,1,0,1,0
1,1,1,0,1.5729808767233588,1,0,-1.326502616051532,-0.1681671086711402,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.8379776632534464,-2.086563247972568,-0.1062344537094045,1,0,0,0,0,0,1
0,0,0,0,-0.1372743995179157,1,0,-1.5093002860698053,-0.7418258905617928,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,-10.24821890980585,0.2071882904624509,-5.037032186110192,1,0,1,0,1,1,0
1,0,1,0,1.5729808767233588,0,0,-0.5122220859701314,0.5444915712326507,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.32358071629417867,-0.805715545866365,0.3439659816735776,0,0,0,0,0,0,1
1,1,1,0,-1.0331224013585834,1,1,0.8055829351616043,-0.7401261935398757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.7722803518670456,-0.8322657764676525,-0.7095295744544654,1,0,1,1,0,0,0
0,1,0,0,1.002895784642934,0,1,-0.3244390249513595,0.3585403022374661,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.3203083968463061,-0.32537853049738213,0.35397551028792035,0,0,1,0,0,0,1
1,0,1,0,1.3286586944031769,1,0,0.3785011061189107,1.1688763759332432,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.2827465340503842,0.5028987854861102,0.8731698235108174,1,0,0,0,0,0,1
1,0,0,0,-0.2187151269579764,1,0,-1.477726143066649,-0.7447175828977816,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-6.4609899778870465,0.32320106098994295,-3.2560923835816693,1,0,0,0,1,0,0
1,0,0,0,-1.0738427650786138,1,1,0.3369561811147576,-0.8000129210783297,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31089028037228017,-0.3618379572386015,-0.7381263656083018,1,0,1,1,0,0,0
0,1,0,0,1.6137012404433893,1,1,1.7478218342557958,2.717013401064805,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1.0764429999317562,2.820462262012618,1.6733456459778657,1,1,0,1,0,0,1
1,0,0,0,-1.2774445836787656,1,1,-1.4960059100684764,-0.9987008807442432,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-1.1619963523352315,1.9110646469683976,-0.7757233929949348,1,0,1,0,0,0,0
1,0,0,0,-0.8702409464784621,1,0,-0.6501512369839195,-0.7902120707181846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7386059914446704,0.565788227827029,-0.8977224632409436,1,0,1,0,1,0,0
1,0,1,1,0.2699292376823877,1,0,-1.3148700370503688,-0.5712601907130521,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-4.69715149420098,-0.3549218667524189,-2.0407307055264203,1,0,0,0,0,1,0
0,1,0,0,1.0843365120829946,1,1,0.830509890164096,1.4193499097993825,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7589163671266687,0.9005521975509668,1.296995845544573,1,0,1,1,0,0,1
1,0,0,0,-0.2594354906780068,1,0,0.3402797751150897,-0.1649222325383895,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1.2629359786968322,-0.08828065042478511,-0.6121028529811704,1,0,0,0,1,0,0
1,1,0,0,-1.2367242199587352,1,0,-0.4922805219681379,-0.9601376249352942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.3948591950707685,0.6088152445319243,-0.7701283167235441,1,0,1,0,0,0,0
0,0,1,1,1.6137012404433893,0,0,0.0311855330841909,1.0125042499168748,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.019206447779565018,0.05032413342184721,0.6235779247421078,0,0,0,0,0,0,1
1,0,1,0,1.3286586944031769,1,0,0.076054052088676,0.8951589334427056,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0568136242693166,0.10104987755221145,0.6686984047429657,1,0,0,0,0,0,1
